2.83
3.08
1.46
0.59
1.39
1.88
0.37
2.04
1.07
0.8
2.82
0.08
1.63
0.49
2.79
1.01
2.86
0.19
1.29
0
0.92
0.4
1.4
1.42
1.43
0
1.93
1.86
0.06
1.72
0.86
0.09
1.78
0.35
1.77
0.26
0.45
2.18
0.36
1.52
1.82
0.51
0.29
1.78
0.42
0.82
1.88
0.55
0.66
0.92
0.76
0.84
1.69
1.72
0.5
10.8
0.46
1.7
1.6
0.51
1.1
1.49
0.73
1.23
0.64
1.41
0.22
1.92
0.27
1.22
1.1
1.58
0.48
2.45
0.73
0.86
1.17
0.63
1.34
0.75
0.35
2.39
0.55
1.56
0.42
0.91
1.29
1.75
0.42
1.76
1.28
0.83
0.28
1.04
1.93
0.84
0.33
2.06
0.17
2.29
0.36
1.51
1.76
0.43
0.94
0.73
1.11
1.61
0.39
2.2
0.2
1.84
0.34
1.37
0.8
0.65
1.32
0.25
0.92
0.68
0.43
2.21
0.14
1.13
1.32
0.32
0.23
0.44
1.01
0.73
1.28
1.21
0.19
0.03
0.6
0.46
1.16
2.12
0.26
3.36
0.06
0.13
0.73
0.16
0.06
0.27
0.04
1.97
0.1
0.95
1
1.44
0.22
0.93
1.32
0.08
0.32
0.94
0.5
0.05
0.43
0.66
1.28
0.08
1.33
0.53
0.03
0.79
0.24
0.51
0.37
0.85
0.14
0.63
